Index,Klasifikasi
270836,Pendidikan
15909,Lainnya
33099,Lainnya
294567,Lainnya
267751,Kesehatan
264759,Lainnya
263616,Kesehatan
134579,Lainnya
241171,Kesehatan
191999,Lainnya
40192,Pendidikan
164966,Pendidikan
172975,Lainnya
25570,Kesehatan
169045,Pendidikan
290852,Pendidikan
277666,Pendidikan
195579,Lainnya
151837,Pendidikan
156300,Lainnya
292250,Kesehatan
37598,Kesehatan
65958,Lainnya
71791,Lainnya
12738,Lainnya
251162,Kesehatan
159761,Lainnya
167290,Pendidikan
34085,Pendidikan
137885,Pendidikan
39867,Pendidikan
9431,Lainnya
233756,Kesehatan
70730,Pendidikan
161968,Pendidikan
72762,Kesehatan
80484,Pendidikan
141256,Pendidikan
125884,Lainnya
304734,Lainnya
168341,Kesehatan
298033,Lainnya
36217,Lainnya
84276,Pendidikan
238511,Lainnya
264253,Pendidikan
114054,Kesehatan
259597,Lainnya
96150,Kesehatan
121749,Pendidikan
307625,Lainnya
181288,Pendidikan
29864,Pendidikan
128755,Kesehatan
142425,Kesehatan
249512,Kesehatan
319975,Kesehatan
166624,Kesehatan
224308,Lainnya
150708,Kesehatan
208602,Pendidikan
55108,Pendidikan
70084,Lainnya
291906,Kesehatan
62550,Pendidikan
147439,Pendidikan
210007,Lainnya
73429,Kesehatan
292653,Kesehatan
148657,Lainnya
106858,Kesehatan
49310,Pendidikan
155260,Kesehatan
1998,Lainnya
69268,Pendidikan
226604,Kesehatan
60028,Kesehatan
208824,Kesehatan
291478,Kesehatan
265651,Lainnya
238943,Lainnya
27465,Pendidikan
121841,Lainnya
135748,Lainnya
12179,Lainnya
12078,Kesehatan
269735,Lainnya
17451,Pendidikan
133384,Pendidikan
148183,Pendidikan
99954,Pendidikan
6675,Lainnya
324094,Lainnya
41023,Kesehatan
162669,Kesehatan
132730,Pendidikan
188036,Lainnya
167691,Pendidikan
170868,Kesehatan
125321,Kesehatan
192548,Lainnya
89407,Pendidikan
323419,Kesehatan
152426,Kesehatan
67852,Kesehatan
150165,Kesehatan
274680,Kesehatan
266425,Lainnya
281062,Lainnya
9446,Kesehatan
177825,Pendidikan
151924,Pendidikan
155322,Kesehatan
264592,Pendidikan
19683,Pendidikan
46381,Kesehatan
15511,Lainnya
62139,Kesehatan
208619,Lainnya
187452,Kesehatan
105981,Pendidikan
300662,Pendidikan
201700,Kesehatan
125413,Kesehatan
251918,Lainnya
147292,Kesehatan
3240,Kesehatan
232829,Lainnya
93061,Pendidikan
305673,Pendidikan
215069,Kesehatan
258868,Kesehatan
302482,Pendidikan
32623,Kesehatan
220094,Lainnya
123706,Kesehatan
222375,Lainnya
78638,Kesehatan
214622,Pendidikan
83253,Kesehatan
257653,Kesehatan
41238,Pendidikan
5891,Kesehatan
264074,Lainnya
267820,Lainnya
76167,Pendidikan
107160,Kesehatan
113267,Kesehatan
210043,Kesehatan
78986,Pendidikan
192430,Kesehatan
26728,Kesehatan
169434,Pendidikan
111588,Kesehatan
318282,Kesehatan
314115,Pendidikan
89084,Pendidikan
150023,Pendidikan
224648,Lainnya
79697,Kesehatan
129563,Kesehatan
233905,Pendidikan
67456,Pendidikan
13470,Pendidikan
223503,Lainnya
243312,Kesehatan
315863,Kesehatan
107991,Kesehatan
175312,Pendidikan
85005,Pendidikan
32512,Pendidikan
127720,Lainnya
84258,Kesehatan
271216,Kesehatan
183449,Lainnya
171800,Pendidikan
281098,Kesehatan
126212,Lainnya
252734,Kesehatan
51475,Pendidikan
46039,Lainnya
173328,Kesehatan
12748,Lainnya
213252,Pendidikan
290943,Lainnya
265627,Pendidikan
183667,Lainnya
272068,Kesehatan
88000,Pendidikan
226327,Pendidikan
171886,Pendidikan
135286,Kesehatan
278476,Kesehatan
151127,Lainnya
152620,Lainnya
107090,Kesehatan
36672,Lainnya
61300,Lainnya
275790,Pendidikan
253035,Lainnya
39484,Lainnya
15112,Lainnya
5650,Kesehatan
261065,Pendidikan
292792,Kesehatan
15788,Kesehatan
239641,Kesehatan
319650,Kesehatan
45777,Kesehatan
136982,Pendidikan
221058,Pendidikan
60643,Lainnya
64090,Lainnya
225736,Kesehatan
104638,Lainnya
70703,Pendidikan
23744,Pendidikan
180586,Pendidikan
121465,Pendidikan
213609,Kesehatan
194578,Kesehatan
186398,Kesehatan
44911,Kesehatan
79483,Lainnya
31228,Lainnya
4996,Pendidikan
50427,Kesehatan
131215,Kesehatan
310516,Pendidikan
10922,Pendidikan
25625,Lainnya
143078,Kesehatan
283291,Pendidikan
101930,Lainnya
208860,Pendidikan
307129,Pendidikan
140332,Lainnya
213053,Lainnya
174810,Kesehatan
204505,Kesehatan
239722,Pendidikan
181171,Kesehatan
108100,Lainnya
166274,Pendidikan
19807,Pendidikan
134239,Lainnya
43970,Lainnya
284057,Pendidikan
4283,Kesehatan
117804,Lainnya
169257,Pendidikan
164326,Lainnya
26896,Pendidikan
54540,Pendidikan
102167,Pendidikan
80247,Kesehatan
192698,Lainnya
155714,Lainnya
13662,Lainnya
172081,Kesehatan
110260,Kesehatan
62405,Lainnya
105572,Pendidikan
308573,Pendidikan
281361,Lainnya
30652,Kesehatan
302236,Pendidikan
43799,Kesehatan
32958,Pendidikan
305472,Lainnya
18091,Lainnya
53604,Lainnya
80218,Lainnya
57390,Pendidikan
259201,Lainnya
304971,Lainnya
261305,Kesehatan
308700,Kesehatan
53158,Lainnya
161583,Pendidikan
57604,Lainnya
307383,Pendidikan
173456,Pendidikan
302760,Kesehatan
131862,Pendidikan
234183,Pendidikan
296311,Pendidikan
118297,Lainnya
3977,Lainnya
82578,Kesehatan
27106,Kesehatan
266392,Kesehatan
203458,Kesehatan
87598,Pendidikan
279361,Kesehatan
183792,Lainnya
171864,Lainnya
119750,Kesehatan
272962,Lainnya
87781,Pendidikan
222674,Lainnya
290663,Pendidikan
164836,Lainnya
199166,Lainnya
156044,Pendidikan
7439,Lainnya
35492,Kesehatan
161794,Pendidikan
322947,Kesehatan
112195,Lainnya
313935,Kesehatan
129230,Lainnya
229565,Pendidikan
35180,Kesehatan
9461,Pendidikan
165328,Kesehatan
13206,Lainnya
233899,Kesehatan
17129,Lainnya
105328,Kesehatan
90390,Pendidikan
10456,Pendidikan
127541,Pendidikan
49296,Lainnya
116977,Kesehatan
155750,Pendidikan
203926,Kesehatan
8491,Pendidikan
157021,Kesehatan
95774,Kesehatan
244365,Lainnya
147815,Kesehatan
159308,Kesehatan
142415,Kesehatan
272842,Pendidikan
236682,Lainnya
195613,Lainnya
173889,Pendidikan
78060,Pendidikan
151739,Pendidikan
140336,Kesehatan
223274,Lainnya
174460,Lainnya
36623,Lainnya
278163,Pendidikan
267297,Kesehatan
322059,Kesehatan
282854,Pendidikan
65340,Lainnya
291760,Lainnya
324843,Lainnya
250269,Pendidikan
289845,Pendidikan
262371,Kesehatan
5908,Lainnya
235812,Pendidikan
119702,Lainnya
307633,Kesehatan
107554,Kesehatan
314468,Lainnya
113684,Kesehatan
180214,Pendidikan
195134,Kesehatan
148604,Pendidikan
2474,Kesehatan
23465,Pendidikan
91442,Lainnya
213066,Pendidikan
135825,Lainnya
216577,Pendidikan
159801,Pendidikan
317647,Pendidikan
57026,Kesehatan
243200,Pendidikan
260117,Lainnya
40456,Kesehatan
6822,Pendidikan
154500,Pendidikan
275588,Kesehatan
199344,Pendidikan
261260,Kesehatan
146307,Pendidikan
178567,Lainnya
297415,Kesehatan
252589,Lainnya
260122,Lainnya
251947,Pendidikan
90894,Kesehatan
272473,Pendidikan
187095,Kesehatan
190370,Kesehatan
218849,Lainnya
275888,Pendidikan
67882,Pendidikan
235542,Lainnya
153052,Pendidikan
47101,Kesehatan
167818,Kesehatan
17084,Lainnya
105766,Lainnya
303042,Kesehatan
32541,Lainnya
121172,Lainnya
2442,Pendidikan
116302,Pendidikan
151262,Pendidikan
32221,Kesehatan
68122,Pendidikan
291783,Lainnya
156823,Pendidikan
161935,Pendidikan
77494,Lainnya
69899,Pendidikan
293049,Pendidikan
157943,Pendidikan
9159,Lainnya
103363,Lainnya
117074,Pendidikan
287573,Pendidikan
221239,Lainnya
58652,Pendidikan
222211,Kesehatan
319769,Kesehatan
241337,Lainnya
81441,Kesehatan
63249,Lainnya
2911,Lainnya
32500,Kesehatan
208729,Pendidikan
160945,Kesehatan
53084,Pendidikan
156409,Lainnya
111489,Kesehatan
24884,Pendidikan
199292,Kesehatan
81812,Pendidikan
245136,Pendidikan
16766,Lainnya
307157,Pendidikan
317922,Pendidikan
323823,Kesehatan
258401,Kesehatan
317410,Lainnya
210975,Lainnya
174427,Pendidikan
275938,Kesehatan
245873,Lainnya
287275,Lainnya
77455,Lainnya
241378,Lainnya
55954,Kesehatan
147758,Lainnya
290042,Lainnya
246474,Lainnya
289225,Lainnya
28755,Pendidikan
162901,Lainnya
2473,Pendidikan
88004,Lainnya
203314,Kesehatan
160079,Lainnya
215685,Lainnya
27097,Lainnya
113173,Kesehatan
142766,Pendidikan
318411,Pendidikan
90671,Lainnya
67732,Lainnya
161554,Kesehatan
7832,Lainnya
105768,Kesehatan
57345,Pendidikan
212712,Kesehatan
2868,Pendidikan
88197,Kesehatan
284510,Pendidikan
160389,Kesehatan
235828,Lainnya
193066,Lainnya
310025,Kesehatan
31451,Lainnya
198780,Lainnya
175696,Pendidikan
223365,Lainnya
258654,Kesehatan
115526,Kesehatan
70369,Kesehatan
119214,Pendidikan
171330,Kesehatan
190057,Kesehatan
277600,Kesehatan
192111,Lainnya
19899,Lainnya
108875,Kesehatan
132132,Lainnya
243840,Pendidikan
134806,Pendidikan
167742,Lainnya
201598,Pendidikan
293089,Lainnya
287567,Pendidikan
60532,Lainnya
277160,Kesehatan
309868,Kesehatan
161828,Lainnya
302646,Lainnya
10880,Pendidikan
118997,Lainnya
307104,Kesehatan
249816,Pendidikan
202318,Lainnya
276382,Lainnya
103645,Pendidikan
96867,Lainnya
199684,Kesehatan
27383,Pendidikan
145432,Lainnya
14785,Lainnya
61611,Lainnya
291993,Pendidikan
63365,Lainnya
280364,Lainnya
291936,Lainnya
281758,Kesehatan
138498,Kesehatan
214817,Kesehatan
1171,Lainnya
27231,Kesehatan
79404,Lainnya
148279,Kesehatan
261288,Lainnya
205314,Lainnya
71270,Kesehatan
55241,Kesehatan
45435,Lainnya
179507,Kesehatan
91881,Kesehatan
253065,Pendidikan
310003,Lainnya
192224,Lainnya
62051,Pendidikan
133388,Pendidikan
283216,Pendidikan
59675,Lainnya
72316,Pendidikan
299538,Lainnya
67504,Kesehatan
136733,Lainnya
259208,Pendidikan
23763,Kesehatan
140158,Kesehatan
24953,Pendidikan
145297,Kesehatan
77124,Kesehatan
3948,Pendidikan
240694,Kesehatan
228443,Kesehatan
117136,Lainnya
291548,Pendidikan
234342,Lainnya
295390,Pendidikan
316283,Lainnya
79994,Lainnya
68507,Lainnya
228087,Kesehatan
150014,Pendidikan
180347,Lainnya
58391,Pendidikan
161987,Kesehatan
162276,Kesehatan
233309,Pendidikan
166448,Lainnya
205179,Lainnya
137938,Lainnya
303015,Kesehatan
96443,Pendidikan
68571,Lainnya
277994,Lainnya
275759,Lainnya
117436,Lainnya
85904,Kesehatan
214816,Lainnya
50555,Lainnya
9861,Kesehatan
298160,Pendidikan
189695,Lainnya
177531,Lainnya
306782,Kesehatan
236532,Kesehatan
122716,Kesehatan
225057,Lainnya
237676,Pendidikan
147743,Pendidikan
310759,Lainnya
270871,Kesehatan
2913,Lainnya
217599,Lainnya
293159,Pendidikan
44426,Kesehatan
53510,Lainnya
204008,Pendidikan
271731,Lainnya
75753,Pendidikan
12035,Lainnya
198000,Lainnya
55539,Pendidikan
241738,Kesehatan
232564,Lainnya
245160,Kesehatan
162578,Kesehatan
273872,Lainnya
229952,Pendidikan
244389,Lainnya
270282,Pendidikan
223381,Pendidikan
81082,Kesehatan
252432,Lainnya
22394,Lainnya
316736,Pendidikan
42279,Pendidikan
193812,Lainnya
211941,Lainnya
238441,Lainnya
64958,Lainnya
185431,Lainnya
228540,Kesehatan
252219,Kesehatan
282470,Lainnya
45072,Kesehatan
35300,Pendidikan
290159,Pendidikan
219923,Kesehatan
264644,Lainnya
239965,Lainnya
240320,Kesehatan
75473,Lainnya
306659,Kesehatan
30670,Kesehatan
173830,Lainnya
133666,Lainnya
244015,Kesehatan
188256,Pendidikan
303079,Lainnya
77833,Pendidikan
93905,Lainnya
1678,Lainnya
105436,Pendidikan
313446,Pendidikan
180285,Kesehatan
37631,Lainnya
305987,Pendidikan
53508,Pendidikan
288479,Pendidikan
150365,Pendidikan
159121,Lainnya
28513,Kesehatan
223688,Pendidikan
280573,Pendidikan
65382,Kesehatan
185461,Lainnya
90387,Pendidikan
281120,Lainnya
101735,Pendidikan
215836,Pendidikan
249044,Kesehatan
94944,Pendidikan
225853,Lainnya
200422,Kesehatan
260278,Kesehatan
196800,Lainnya
300198,Lainnya
69229,Lainnya
304921,Kesehatan
60499,Pendidikan
254763,Pendidikan
185271,Lainnya
263145,Lainnya
53936,Kesehatan
259332,Lainnya
64507,Kesehatan
94736,Kesehatan
203714,Lainnya
208687,Lainnya
51455,Pendidikan
281539,Kesehatan
220305,Kesehatan
1291,Kesehatan
42353,Pendidikan
286163,Kesehatan
51573,Kesehatan
120371,Kesehatan
158395,Lainnya
220789,Kesehatan
101096,Kesehatan
57648,Lainnya
240514,Pendidikan
284974,Kesehatan
199614,Kesehatan
3163,Pendidikan
196576,Pendidikan
298390,Pendidikan
122206,Pendidikan
239493,Lainnya
321476,Kesehatan
206383,Lainnya
132485,Kesehatan
4661,Kesehatan
311263,Lainnya
273998,Pendidikan
209113,Lainnya
162701,Kesehatan
272943,Pendidikan
166048,Lainnya
287006,Pendidikan
111798,Pendidikan
30795,Lainnya
310890,Lainnya
223233,Pendidikan
144702,Kesehatan
121898,Lainnya
124090,Pendidikan
262189,Pendidikan
232886,Kesehatan
232253,Pendidikan
325057,Lainnya
223083,Kesehatan
268384,Lainnya
10961,Lainnya
172823,Kesehatan
64883,Lainnya
75331,Lainnya
173873,Kesehatan
290685,Pendidikan
198324,Kesehatan
122077,Kesehatan
226222,Kesehatan
54281,Lainnya
283041,Lainnya
58066,Pendidikan
90669,Kesehatan
621,Kesehatan
284450,Lainnya
323485,Kesehatan
253927,Kesehatan
323632,Lainnya
324281,Lainnya
16996,Pendidikan
18132,Kesehatan
122056,Lainnya
16118,Pendidikan
159907,Lainnya
47231,Kesehatan
115342,Pendidikan
288489,Pendidikan
232684,Pendidikan
309556,Lainnya
16404,Lainnya
123892,Kesehatan
97611,Lainnya
84428,Lainnya
694,Lainnya
211186,Pendidikan
107121,Kesehatan
270426,Lainnya
32125,Lainnya
157548,Lainnya
102444,Kesehatan
108270,Lainnya
108329,Kesehatan
83068,Pendidikan
47083,Lainnya
37733,Kesehatan
134660,Pendidikan
61046,Pendidikan
231416,Lainnya
167705,Pendidikan
134785,Lainnya
145960,Pendidikan
103225,Pendidikan
38581,Kesehatan
147396,Kesehatan
288181,Kesehatan
86433,Lainnya
23885,Pendidikan
155298,Lainnya
306059,Lainnya
92676,Kesehatan
278164,Pendidikan
259191,Pendidikan
239506,Pendidikan
299662,Lainnya
101317,Pendidikan
283727,Pendidikan
25903,Lainnya
89951,Pendidikan
272038,Lainnya
288413,Kesehatan
26759,Pendidikan
298873,Pendidikan
69922,Lainnya
185434,Pendidikan
124775,Pendidikan
251726,Lainnya
283914,Lainnya
147909,Lainnya
47272,Kesehatan
237685,Lainnya
184188,Pendidikan
242874,Kesehatan
237387,Kesehatan
154165,Lainnya
203323,Kesehatan
52937,Kesehatan
91877,Kesehatan
299078,Pendidikan
192127,Kesehatan
218672,Kesehatan
324560,Kesehatan
54026,Pendidikan
114534,Lainnya
78330,Lainnya
143921,Kesehatan
258820,Pendidikan
265261,Lainnya
223664,Kesehatan
12276,Lainnya
20619,Lainnya
264773,Kesehatan
187273,Pendidikan
142124,Pendidikan
59589,Pendidikan
76538,Lainnya
203113,Kesehatan
119784,Pendidikan
222293,Pendidikan
137001,Lainnya
10774,Lainnya
124501,Lainnya
84285,Lainnya
210985,Lainnya
197806,Kesehatan
171843,Lainnya
175366,Pendidikan
157729,Lainnya
147923,Pendidikan
165152,Lainnya
259155,Lainnya
59837,Lainnya
180169,Kesehatan
78636,Pendidikan
95613,Kesehatan
273032,Kesehatan
125391,Pendidikan
73406,Kesehatan
115786,Lainnya
111712,Pendidikan
214184,Lainnya
35915,Lainnya
220952,Pendidikan
313240,Pendidikan
110846,Lainnya
260873,Kesehatan
214773,Pendidikan
147824,Pendidikan
257994,Pendidikan
260584,Lainnya
123381,Kesehatan
172059,Lainnya
150421,Pendidikan
295832,Kesehatan
56701,Pendidikan
164798,Kesehatan
56810,Pendidikan
312392,Pendidikan
151389,Kesehatan
172190,Lainnya
27222,Pendidikan
69645,Lainnya
65522,Lainnya
182452,Lainnya
199648,Kesehatan
307882,Lainnya
23429,Kesehatan
4967,Lainnya
70840,Kesehatan
127056,Kesehatan
262047,Lainnya
130491,Pendidikan
156434,Pendidikan
16838,Lainnya
77835,Kesehatan
212825,Pendidikan
25528,Lainnya
28651,Lainnya
263812,Kesehatan
120787,Kesehatan
192785,Pendidikan
45234,Pendidikan
247010,Kesehatan
227369,Kesehatan
292176,Lainnya
17489,Lainnya
45487,Pendidikan
69235,Pendidikan
182019,Kesehatan
225065,Pendidikan
39248,Lainnya
8026,Lainnya
238948,Lainnya
41040,Kesehatan
18929,Pendidikan
89920,Lainnya
165006,Lainnya
32665,Pendidikan
53207,Lainnya
142015,Lainnya
57907,Lainnya
172452,Kesehatan
204699,Kesehatan
15685,Lainnya
244235,Pendidikan
218080,Kesehatan
199599,Pendidikan
119651,Pendidikan
29972,Lainnya
71758,Pendidikan
297281,Lainnya
215667,Pendidikan
66253,Kesehatan
178769,Lainnya
153074,Kesehatan
36980,Lainnya
153241,Kesehatan
177107,Kesehatan
29730,Pendidikan
255372,Lainnya
47343,Pendidikan
248236,Kesehatan
16994,Kesehatan
45861,Kesehatan
207147,Lainnya
204595,Pendidikan
219871,Pendidikan
292179,Lainnya
311194,Pendidikan
289480,Lainnya
89198,Pendidikan
143528,Lainnya
146866,Pendidikan
59126,Lainnya
203786,Pendidikan
7394,Lainnya
76070,Lainnya
248002,Lainnya
71874,Kesehatan
259783,Kesehatan
243299,Kesehatan
220192,Pendidikan
224257,Lainnya
53521,Kesehatan
247004,Lainnya
141679,Kesehatan
103790,Pendidikan
141486,Pendidikan
132254,Pendidikan
20376,Pendidikan
256843,Kesehatan
124452,Lainnya
23492,Lainnya
90277,Kesehatan
236248,Lainnya
32163,Lainnya
253272,Pendidikan
38216,Lainnya
236364,Kesehatan
260359,Pendidikan
278332,Pendidikan
177240,Kesehatan
125178,Kesehatan
23032,Pendidikan
315571,Pendidikan
255760,Pendidikan
116362,Lainnya
45466,Kesehatan
180958,Kesehatan
103422,Lainnya
130575,Pendidikan
250583,Lainnya
46897,Kesehatan
130909,Kesehatan
149555,Pendidikan
322851,Kesehatan
150701,Kesehatan
146010,Kesehatan
51152,Lainnya
130893,Kesehatan
158647,Pendidikan
235480,Pendidikan
74430,Kesehatan
66647,Lainnya
247806,Lainnya
308112,Kesehatan
271362,Lainnya
27189,Kesehatan
53721,Kesehatan
305311,Pendidikan
30764,Pendidikan
251797,Kesehatan
104714,Kesehatan
146923,Lainnya
263720,Kesehatan
52654,Lainnya
260201,Lainnya
48524,Pendidikan
137175,Pendidikan
57233,Kesehatan
131355,Pendidikan
180782,Pendidikan
320445,Lainnya
273244,Lainnya
44500,Kesehatan
215428,Lainnya
248590,Lainnya
293214,Kesehatan
312055,Kesehatan
211348,Pendidikan
277420,Kesehatan
301321,Pendidikan
319435,Kesehatan
9772,Kesehatan
211586,Lainnya
68036,Kesehatan
61778,Pendidikan
222543,Lainnya
74171,Kesehatan
49723,Lainnya
22766,Pendidikan
278950,Lainnya
268337,Kesehatan
177265,Lainnya
62903,Pendidikan
204730,Pendidikan
152871,Pendidikan
5973,Pendidikan
222676,Kesehatan
242373,Kesehatan
146119,Pendidikan
319247,Lainnya
52330,Kesehatan
65588,Lainnya
94572,Lainnya
221556,Pendidikan
146644,Kesehatan
175953,Pendidikan
77037,Pendidikan
192680,Kesehatan
149755,Kesehatan
128540,Lainnya
57847,Lainnya
280724,Kesehatan
4353,Kesehatan
165515,Kesehatan
56723,Pendidikan
225474,Pendidikan
210486,Lainnya
13152,Kesehatan
34061,Kesehatan
212278,Lainnya
313626,Pendidikan
43483,Kesehatan
3545,Kesehatan
316721,Kesehatan
161862,Lainnya
201909,Pendidikan
307963,Lainnya
230790,Kesehatan
9960,Pendidikan
49410,Kesehatan
57334,Pendidikan
304991,Lainnya
139960,Kesehatan
141335,Lainnya
270685,Lainnya
295686,Pendidikan
162434,Lainnya
64428,Lainnya
160088,Pendidikan
238710,Pendidikan
72193,Kesehatan
259040,Pendidikan
39071,Lainnya
259604,Pendidikan
290301,Kesehatan
228573,Kesehatan
312499,Kesehatan
315097,Kesehatan
134821,Lainnya
176012,Kesehatan
150930,Kesehatan
214502,Kesehatan
114539,Kesehatan
222832,Lainnya
75137,Lainnya
29468,Lainnya
57940,Pendidikan
246382,Lainnya
17579,Pendidikan
322459,Pendidikan
95761,Pendidikan
57075,Lainnya
40056,Pendidikan
71020,Lainnya
131376,Lainnya
152560,Pendidikan
188085,Kesehatan
305718,Lainnya
105873,Lainnya
278913,Kesehatan
19856,Pendidikan
136750,Lainnya
251481,Lainnya
7401,Kesehatan
102333,Pendidikan
1279,Lainnya
5722,Lainnya
100640,Pendidikan
285693,Lainnya
100023,Lainnya
161922,Pendidikan
3790,Pendidikan
191718,Kesehatan
43563,Pendidikan
307020,Kesehatan
255398,Kesehatan
243990,Kesehatan
190428,Pendidikan
231217,Lainnya
175266,Pendidikan
122660,Lainnya
176496,Kesehatan
51012,Pendidikan
304691,Pendidikan
80346,Kesehatan
46843,Kesehatan
267169,Pendidikan
225745,Lainnya
215656,Pendidikan
132448,Pendidikan
214285,Pendidikan
186283,Pendidikan
111948,Kesehatan
182183,Pendidikan
6204,Pendidikan
247092,Kesehatan
80961,Lainnya
43650,Pendidikan
220987,Pendidikan
202984,Pendidikan
50756,Pendidikan
168057,Lainnya
238573,Kesehatan
100899,Lainnya
175851,Pendidikan
183309,Pendidikan
254402,Pendidikan
6398,Pendidikan
35192,Kesehatan
317038,Kesehatan
70092,Lainnya
187409,Pendidikan
284138,Pendidikan
93628,Kesehatan
273646,Kesehatan
21425,Pendidikan
86715,Kesehatan
181313,Kesehatan
139290,Lainnya
281288,Pendidikan
39904,Lainnya
55475,Lainnya
16953,Pendidikan
39630,Pendidikan
112810,Pendidikan
174517,Kesehatan
171627,Lainnya
167682,Pendidikan
231149,Lainnya
281884,Pendidikan
259571,Lainnya
298305,Lainnya
289179,Kesehatan
189949,Kesehatan
207278,Pendidikan
48408,Pendidikan
135909,Kesehatan
32351,Pendidikan
9052,Lainnya
265004,Pendidikan
245310,Pendidikan
15240,Pendidikan
281000,Kesehatan
285894,Lainnya
294703,Kesehatan
248781,Kesehatan
67167,Lainnya
300328,Pendidikan
201394,Lainnya
120313,Kesehatan
56684,Kesehatan
6970,Kesehatan
157071,Pendidikan
96631,Pendidikan
239732,Lainnya
198482,Lainnya
124723,Lainnya
313288,Lainnya
84144,Lainnya
52548,Kesehatan
229213,Kesehatan
129917,Lainnya
83793,Pendidikan
307836,Lainnya
126615,Kesehatan
236018,Lainnya
236389,Kesehatan
16216,Pendidikan
92587,Lainnya
278408,Kesehatan
169376,Pendidikan
167460,Lainnya
213933,Lainnya
268632,Lainnya
125403,Kesehatan
64424,Pendidikan
59019,Lainnya
133586,Kesehatan
160495,Lainnya
215087,Lainnya
170440,Kesehatan
52742,Lainnya
75054,Lainnya
207480,Lainnya
40863,Lainnya
313557,Kesehatan
235274,Pendidikan
35691,Kesehatan
148499,Pendidikan
57571,Lainnya
126044,Kesehatan
187227,Lainnya
144751,Kesehatan
92781,Pendidikan
94384,Kesehatan
40516,Kesehatan
167406,Lainnya
153731,Lainnya
249575,Lainnya
210803,Kesehatan
118429,Lainnya
319811,Lainnya
27060,Lainnya
121212,Pendidikan
264280,Kesehatan
99390,Pendidikan
161812,Lainnya
158229,Lainnya
42267,Lainnya
192571,Pendidikan
149177,Kesehatan
33976,Lainnya
89376,Pendidikan
99320,Pendidikan
68268,Pendidikan
82110,Kesehatan
114502,Lainnya
317604,Lainnya
196483,Pendidikan
261301,Lainnya
48595,Pendidikan
28091,Kesehatan
86385,Kesehatan
143653,Pendidikan
142121,Kesehatan
25707,Lainnya
257801,Lainnya
216467,Lainnya
110960,Pendidikan
206032,Kesehatan
247273,Kesehatan
250868,Kesehatan
88655,Pendidikan
297239,Kesehatan
107967,Pendidikan
297581,Kesehatan
317144,Pendidikan
109308,Pendidikan
193181,Pendidikan
72020,Lainnya
13889,Pendidikan
295688,Kesehatan
210755,Lainnya
230423,Pendidikan
171106,Pendidikan
229104,Kesehatan
829,Pendidikan
285880,Lainnya
94218,Lainnya
205753,Kesehatan
285275,Kesehatan
62883,Lainnya
92767,Lainnya
320435,Kesehatan
177229,Pendidikan
214961,Pendidikan
24452,Kesehatan
162432,Kesehatan
105834,Kesehatan
126147,Kesehatan
219559,Lainnya
101260,Lainnya
248033,Lainnya
253218,Kesehatan
208540,Pendidikan
75174,Lainnya
214461,Kesehatan
233497,Kesehatan
170521,Lainnya
134895,Pendidikan
110424,Lainnya
272849,Pendidikan
147269,Pendidikan
43216,Lainnya
102430,Lainnya
266214,Pendidikan
162974,Pendidikan
287749,Pendidikan
297593,Kesehatan
193584,Lainnya
18838,Pendidikan
218778,Pendidikan
231940,Lainnya
186611,Pendidikan
182790,Pendidikan
274472,Kesehatan
81818,Pendidikan
282691,Pendidikan
28891,Pendidikan
196974,Kesehatan
83622,Pendidikan
128776,Pendidikan
302851,Pendidikan
23139,Lainnya
81419,Kesehatan
300086,Pendidikan
198474,Pendidikan
127610,Kesehatan
241305,Kesehatan
286637,Lainnya
168321,Kesehatan
242965,Kesehatan
296972,Pendidikan
118527,Kesehatan
151107,Pendidikan
80361,Pendidikan
109338,Pendidikan
176871,Kesehatan
124844,Pendidikan
53740,Lainnya
215331,Pendidikan
188695,Pendidikan
282964,Kesehatan
256421,Pendidikan
180860,Kesehatan
289923,Kesehatan
188117,Lainnya
62613,Kesehatan
33018,Pendidikan
321989,Kesehatan
187321,Lainnya
128682,Lainnya
247652,Lainnya
22190,Pendidikan
3963,Kesehatan
281420,Lainnya
201736,Lainnya
47723,Kesehatan
4287,Kesehatan
150518,Kesehatan
243193,Lainnya
81370,Kesehatan
39292,Lainnya
164896,Pendidikan
51854,Lainnya
241579,Pendidikan
89873,Kesehatan
165123,Pendidikan
19143,Pendidikan
116620,Kesehatan
99200,Lainnya
134363,Pendidikan
4274,Pendidikan
39125,Pendidikan
55869,Kesehatan
316100,Lainnya
79484,Kesehatan
25699,Kesehatan
294065,Lainnya
292461,Lainnya
318407,Pendidikan
202029,Kesehatan
26482,Pendidikan
250209,Lainnya
16140,Pendidikan
28082,Pendidikan
177009,Pendidikan
116959,Pendidikan
44604,Lainnya
127298,Kesehatan
67993,Lainnya
283788,Kesehatan
594,Lainnya
302415,Lainnya
149595,Pendidikan
24606,Lainnya
46462,Kesehatan
41842,Pendidikan
320315,Lainnya
12825,Lainnya
83535,Kesehatan
6308,Pendidikan
200321,Kesehatan
218078,Pendidikan
10231,Pendidikan
159663,Lainnya
312580,Kesehatan
256736,Lainnya
315121,Pendidikan
242801,Lainnya
262807,Kesehatan
31959,Lainnya
222769,Pendidikan
60953,Lainnya
135873,Kesehatan
267906,Kesehatan
47966,Kesehatan
178803,Kesehatan
284745,Pendidikan
280701,Kesehatan
21558,Lainnya
